hash,speed
e3d7697eb7339956347d27d4db31c804,1.186
e3f395611e19370a07b001a72b6f6e0c,10.388
e423090af746f9a4cf753b8831359f75,3.324
e45aeea97e1e03853fc49bf2179eb0ef,2.105
e49400cd7accf39274b0df89f75f77c0,1.964
e4eae028a2425a5e6b983842d1d54754,2.986
e4ec42ded3b30f92f11362223ccdd714,2.542
e4ee0d85072183b9f23971fc291ad2a4,14.842
e4f0a87a1c00ac50b0ae36c42b7831aa,12.024
e5176726d93581d36f233f3ed47dbc30,2.694
e69547c71acb3311f510d2879ea0e9bc,15.772
e6cbedcad01512b755c1d2f3039f15e6,2.051
e6e1cf0014596b6438393a0a4fd626fd,0.536
e7356a72a292e154a14b40c2903c0856,45.862
e7a69d62336a88008fbc5d872fc8bcc3,2.957
e7cb5f9e61208f7d487d9b68cfc63673,0.799
e7fb4b94b7202bfda27238ab19d8667b,1.335
e884f4bebd08d9a8625f28cf747def9a,4.788
e89fde0e52349ae5d161b2dd1b6ce888,1.747
ea1419af248fd928a157beccd8031e69,4.788
ea577a28fc08a4dbccaf1d2731a8998e,4.835
ea858bb164d9d30b0ac20f8701c44455,5.083
eaaa75777042d0cd00c066a435222361,7.466
ebc5438fab5d0f68c1de8f79d57f2bc4,17.828
ed51410178ad3a196bc14aa249e24354,18.018
edb939c305df97aef548f880a292c3cc,0.749
ee13f8da0955851ea0088e3f8d426b75,3.41
ee9a271f46d7ae01015aa1e5b05eaea0,2.741
ee9c57a57585eff8f811a8a98fbaf67b,6.581
eea5beef5956f8671bcba27a30a977ab,4.514
ef3b6e51bd058e042ea6a76b98b734eb,23.155
ef55b24fa82cdf1b2cc3d0c2b4ed9688,11.034
ef6532390655af82dc29eaf700501d6d,0.488
ef706c3cd23cad681c2a4e16c69756c1,1.238
ef8695fd8864becdc83e65acc8686a2d,6.045
efb7a58ecce0e9f5b87fba69ae57fb23,4.401
f033753abdee46a04f5b4a23460143c9,12.882
f0abe70f097da257698161dfe69cc575,1.851
f0b775478c10bf65666b5c47f4c8c811,24.535
f0f123eeeed09043c8a97bb4b6a54b55,2.486
f14d7a31cbfb47198b5e16e27a7a2d96,20.614
f2fc49b8b240e23071311a09c30007a3,8.47
f31351cac30adb60b8b2759489b51aac,9.224
f3818b6917367e148fa6aa3dd0355421,0.994
f40702f65b7cd86fffc821cde38a7ccd,3.222
f4d3bbbfb63e73a335b5b6266682f518,8.631
f5c2dff7451c86d282b248448ef8df88,2.623
f5ce7d91b4d24fad377b40572fac608d,13.012
f608b9181bd44376c0e6090955a09dae,12.622
f60e49cc22760b4f25fd0acb6e6466da,1.242
f811aa61a874e3666b4cfea4bf48027c,0.889
f87b3ebad763ad67d1e8145567a29cb0,5.401
f892289e78aae31054719dae335bfbe0,20.788
f8982419f55d2407b5fd512ca8955d3e,17.928
f8a78482a61a7b70129a18121c9f6a9d,2.509
f9b854d39d6495d8107487495373b39a,0.875
f9ed5b7dec4cd5ea4a39c6f59e845c5f,6.516
f9ffcf00cb65df84710e6247f89eb554,34.041
fa3fd043bc22a4c746c3a2ac32628331,3.776
fa6a8749d3c36c3ec6aa0c0010ae412f,15.165
fa9348d4823658b16ee1b214ad7b5e1b,2.192
fab28b601fe44460c8ae14c00266bd79,3.497
faba0a681b5af9aa5d40caf96a87d8cf,2.79
fb127644de063bf6820e0c711d36c070,0.887
fb554199269fadb1b8a4050f9ec9d6f8,20.537
fbdb7f1327057bd4f69182915643904f,4.225
fc81369ae71098ef9194c91646ca40a9,13.74
fca0ce5b755d774ee1cdc1dc2a80ac54,6.401
fcc59a220030ca4f1221e2fa0b3750b6,30.354
ffa42e4d1b1939420299cbf3fc85d10d,1.132
