hash,module,result
efb7a58ecce0e9f5b87fba69ae57fb23,check kw_in_title-og,0
efb7a58ecce0e9f5b87fba69ae57fb23,check kw_in_title,0
efb7a58ecce0e9f5b87fba69ae57fb23,check canonical,1
f033753abdee46a04f5b4a23460143c9,check url_length,77
f033753abdee46a04f5b4a23460143c9,robots_txt,1
f033753abdee46a04f5b4a23460143c9,source top,0
f033753abdee46a04f5b4a23460143c9,source shop,0
f033753abdee46a04f5b4a23460143c9,source search engine,0
f033753abdee46a04f5b4a23460143c9,source not optimized,0
f033753abdee46a04f5b4a23460143c9,source news,0
f033753abdee46a04f5b4a23460143c9,source known,0
f033753abdee46a04f5b4a23460143c9,source company,0
f033753abdee46a04f5b4a23460143c9,source ads,0
f033753abdee46a04f5b4a23460143c9,check h1,1
f033753abdee46a04f5b4a23460143c9,check nofollow,0
f033753abdee46a04f5b4a23460143c9,check wordpress,0
f033753abdee46a04f5b4a23460143c9,check sitemap,1
f033753abdee46a04f5b4a23460143c9,check og,0
f033753abdee46a04f5b4a23460143c9,micros counter,0
f033753abdee46a04f5b4a23460143c9,micros,0
f033753abdee46a04f5b4a23460143c9,check https,1
f033753abdee46a04f5b4a23460143c9,tools ads count,0
f033753abdee46a04f5b4a23460143c9,tools ads,0
f033753abdee46a04f5b4a23460143c9,tools social count,0
f033753abdee46a04f5b4a23460143c9,tools social,0
f033753abdee46a04f5b4a23460143c9,tools content count,0
f033753abdee46a04f5b4a23460143c9,tools content,0
f033753abdee46a04f5b4a23460143c9,tools caching count,0
f033753abdee46a04f5b4a23460143c9,tools caching,0
f033753abdee46a04f5b4a23460143c9,tools seo count,0
f033753abdee46a04f5b4a23460143c9,tools seo,0
f033753abdee46a04f5b4a23460143c9,tools analytics count,0
f033753abdee46a04f5b4a23460143c9,tools analytics,0
f033753abdee46a04f5b4a23460143c9,check external links,10
f033753abdee46a04f5b4a23460143c9,check internal links,282
f033753abdee46a04f5b4a23460143c9,check title,1
f033753abdee46a04f5b4a23460143c9,check description,0
f033753abdee46a04f5b4a23460143c9,check viewport,1
f033753abdee46a04f5b4a23460143c9,check title_h1_match,1
f033753abdee46a04f5b4a23460143c9,check title_h1_identical,0
f033753abdee46a04f5b4a23460143c9,check kw_density,0.558
f033753abdee46a04f5b4a23460143c9,check word_count,179
f033753abdee46a04f5b4a23460143c9,check kw_count,1
f033753abdee46a04f5b4a23460143c9,check kw_in_url,0
f033753abdee46a04f5b4a23460143c9,check kw_in_description-og-name,0
f033753abdee46a04f5b4a23460143c9,check kw_in_description-og-property,0
f033753abdee46a04f5b4a23460143c9,check kw_in_href,0
f033753abdee46a04f5b4a23460143c9,check kw_in_link-text,1
f033753abdee46a04f5b4a23460143c9,check kw_in_source,1
f033753abdee46a04f5b4a23460143c9,check kw_in_meta-og,0
f033753abdee46a04f5b4a23460143c9,check kw_in_meta-description,0
f033753abdee46a04f5b4a23460143c9,check kw_in_meta-properties,0
f033753abdee46a04f5b4a23460143c9,check kw_in_meta-content,0
f033753abdee46a04f5b4a23460143c9,check kw_in_title-meta,0
f033753abdee46a04f5b4a23460143c9,check kw_in_title-og,0
f033753abdee46a04f5b4a23460143c9,check kw_in_title,0
f033753abdee46a04f5b4a23460143c9,check canonical,1
f0abe70f097da257698161dfe69cc575,check url_length,70
f0abe70f097da257698161dfe69cc575,robots_txt,1
f0abe70f097da257698161dfe69cc575,source top,0
f0abe70f097da257698161dfe69cc575,source shop,0
f0abe70f097da257698161dfe69cc575,source search engine,0
f0abe70f097da257698161dfe69cc575,source not optimized,0
f0abe70f097da257698161dfe69cc575,source news,0
f0abe70f097da257698161dfe69cc575,source known,0
f0abe70f097da257698161dfe69cc575,source company,0
f0abe70f097da257698161dfe69cc575,source ads,0
f0abe70f097da257698161dfe69cc575,check h1,0
f0abe70f097da257698161dfe69cc575,check nofollow,0
f0abe70f097da257698161dfe69cc575,check wordpress,0
f0abe70f097da257698161dfe69cc575,check sitemap,1
f0abe70f097da257698161dfe69cc575,check og,1
f0abe70f097da257698161dfe69cc575,micros counter,0
f0abe70f097da257698161dfe69cc575,micros,0
f0abe70f097da257698161dfe69cc575,check https,1
f0abe70f097da257698161dfe69cc575,tools ads count,0
f0abe70f097da257698161dfe69cc575,tools ads,0
f0abe70f097da257698161dfe69cc575,tools social count,0
f0abe70f097da257698161dfe69cc575,tools social,0
f0abe70f097da257698161dfe69cc575,tools content count,0
f0abe70f097da257698161dfe69cc575,tools content,0
f0abe70f097da257698161dfe69cc575,tools caching count,0
f0abe70f097da257698161dfe69cc575,tools caching,0
f0abe70f097da257698161dfe69cc575,tools seo count,0
f0abe70f097da257698161dfe69cc575,tools seo,0
f0abe70f097da257698161dfe69cc575,tools analytics count,0
f0abe70f097da257698161dfe69cc575,tools analytics,0
f0abe70f097da257698161dfe69cc575,check external links,62
f0abe70f097da257698161dfe69cc575,check internal links,22
f0abe70f097da257698161dfe69cc575,check title,1
f0abe70f097da257698161dfe69cc575,check description,0
f0abe70f097da257698161dfe69cc575,check viewport,1
f0abe70f097da257698161dfe69cc575,check title_h1_match,0
f0abe70f097da257698161dfe69cc575,check title_h1_identical,0
f0abe70f097da257698161dfe69cc575,check kw_density,0.0
f0abe70f097da257698161dfe69cc575,check word_count,63
f0abe70f097da257698161dfe69cc575,check kw_count,0
f0abe70f097da257698161dfe69cc575,check kw_in_url,0
f0abe70f097da257698161dfe69cc575,check kw_in_description-og-name,0
f0abe70f097da257698161dfe69cc575,check kw_in_description-og-property,0
f0abe70f097da257698161dfe69cc575,check kw_in_href,0
f0abe70f097da257698161dfe69cc575,check kw_in_link-text,0
f0abe70f097da257698161dfe69cc575,check kw_in_source,3
f0abe70f097da257698161dfe69cc575,check kw_in_meta-og,0
f0abe70f097da257698161dfe69cc575,check kw_in_meta-description,0
f0abe70f097da257698161dfe69cc575,check kw_in_meta-properties,0
f0abe70f097da257698161dfe69cc575,check kw_in_meta-content,2
f0abe70f097da257698161dfe69cc575,check kw_in_title-meta,0
f0abe70f097da257698161dfe69cc575,check kw_in_title-og,1
f0abe70f097da257698161dfe69cc575,check kw_in_title,1
f0abe70f097da257698161dfe69cc575,check canonical,0
f0b775478c10bf65666b5c47f4c8c811,check title_h1_identical,0
f0b775478c10bf65666b5c47f4c8c811,check url_length,91
f0b775478c10bf65666b5c47f4c8c811,robots_txt,1
f0b775478c10bf65666b5c47f4c8c811,source top,0
f0b775478c10bf65666b5c47f4c8c811,source shop,0
f0b775478c10bf65666b5c47f4c8c811,source search engine,0
f0b775478c10bf65666b5c47f4c8c811,source not optimized,0
f0b775478c10bf65666b5c47f4c8c811,source news,0
f0b775478c10bf65666b5c47f4c8c811,source known,0
f0b775478c10bf65666b5c47f4c8c811,source company,0
f0b775478c10bf65666b5c47f4c8c811,source ads,0
f0b775478c10bf65666b5c47f4c8c811,check h1,1
f0b775478c10bf65666b5c47f4c8c811,check nofollow,3
f0b775478c10bf65666b5c47f4c8c811,check wordpress,0
f0b775478c10bf65666b5c47f4c8c811,check sitemap,1
f0b775478c10bf65666b5c47f4c8c811,check og,1
f0b775478c10bf65666b5c47f4c8c811,micros counter,0
f0b775478c10bf65666b5c47f4c8c811,micros,0
f0b775478c10bf65666b5c47f4c8c811,check https,1
f0b775478c10bf65666b5c47f4c8c811,tools ads count,0
f0b775478c10bf65666b5c47f4c8c811,tools ads,0
f0b775478c10bf65666b5c47f4c8c811,tools social count,0
f0b775478c10bf65666b5c47f4c8c811,tools social,0
f0b775478c10bf65666b5c47f4c8c811,tools content count,0
f0b775478c10bf65666b5c47f4c8c811,tools content,0
f0b775478c10bf65666b5c47f4c8c811,tools caching count,0
f0b775478c10bf65666b5c47f4c8c811,tools caching,0
f0b775478c10bf65666b5c47f4c8c811,tools seo count,0
f0b775478c10bf65666b5c47f4c8c811,tools seo,0
f0b775478c10bf65666b5c47f4c8c811,tools analytics count,0
f0b775478c10bf65666b5c47f4c8c811,tools analytics,0
f0b775478c10bf65666b5c47f4c8c811,check external links,68
f0b775478c10bf65666b5c47f4c8c811,check internal links,192
f0b775478c10bf65666b5c47f4c8c811,check title,1
f0b775478c10bf65666b5c47f4c8c811,check description,1
f0b775478c10bf65666b5c47f4c8c811,check viewport,1
f0b775478c10bf65666b5c47f4c8c811,check title_h1_match,0
f0b775478c10bf65666b5c47f4c8c811,check kw_density,18.505
f0b775478c10bf65666b5c47f4c8c811,check word_count,281
f0b775478c10bf65666b5c47f4c8c811,check kw_count,52
f0b775478c10bf65666b5c47f4c8c811,check kw_in_url,1
f0b775478c10bf65666b5c47f4c8c811,check kw_in_description-og-name,0
f0b775478c10bf65666b5c47f4c8c811,check kw_in_description-og-property,0
f0b775478c10bf65666b5c47f4c8c811,check kw_in_href,94
f0b775478c10bf65666b5c47f4c8c811,check kw_in_link-text,12
f0b775478c10bf65666b5c47f4c8c811,check kw_in_source,49
f0b775478c10bf65666b5c47f4c8c811,check kw_in_meta-og,0
f0b775478c10bf65666b5c47f4c8c811,check kw_in_meta-description,0
f0b775478c10bf65666b5c47f4c8c811,check kw_in_meta-properties,0
f0b775478c10bf65666b5c47f4c8c811,check kw_in_meta-content,6
f0b775478c10bf65666b5c47f4c8c811,check kw_in_title-meta,1
f0b775478c10bf65666b5c47f4c8c811,check kw_in_title-og,1
f0b775478c10bf65666b5c47f4c8c811,check kw_in_title,1
f0b775478c10bf65666b5c47f4c8c811,check canonical,1
f0f123eeeed09043c8a97bb4b6a54b55,check url_length,14
f0f123eeeed09043c8a97bb4b6a54b55,robots_txt,1
f0f123eeeed09043c8a97bb4b6a54b55,source top,0
f0f123eeeed09043c8a97bb4b6a54b55,source shop,0
f0f123eeeed09043c8a97bb4b6a54b55,source search engine,0
f0f123eeeed09043c8a97bb4b6a54b55,source not optimized,0
f0f123eeeed09043c8a97bb4b6a54b55,source news,0
f0f123eeeed09043c8a97bb4b6a54b55,source known,0
f0f123eeeed09043c8a97bb4b6a54b55,source company,0
f0f123eeeed09043c8a97bb4b6a54b55,source ads,0
f0f123eeeed09043c8a97bb4b6a54b55,check h1,1
f0f123eeeed09043c8a97bb4b6a54b55,check nofollow,0
f0f123eeeed09043c8a97bb4b6a54b55,check wordpress,0
f0f123eeeed09043c8a97bb4b6a54b55,check sitemap,0
f0f123eeeed09043c8a97bb4b6a54b55,check og,0
f0f123eeeed09043c8a97bb4b6a54b55,micros counter,0
f0f123eeeed09043c8a97bb4b6a54b55,micros,0
f0f123eeeed09043c8a97bb4b6a54b55,check https,1
f0f123eeeed09043c8a97bb4b6a54b55,tools ads count,0
f0f123eeeed09043c8a97bb4b6a54b55,tools ads,0
f0f123eeeed09043c8a97bb4b6a54b55,tools social count,0
f0f123eeeed09043c8a97bb4b6a54b55,tools social,0
f0f123eeeed09043c8a97bb4b6a54b55,tools content count,0
f0f123eeeed09043c8a97bb4b6a54b55,tools content,0
f0f123eeeed09043c8a97bb4b6a54b55,tools caching count,0
f0f123eeeed09043c8a97bb4b6a54b55,tools caching,0
f0f123eeeed09043c8a97bb4b6a54b55,tools seo count,0
f0f123eeeed09043c8a97bb4b6a54b55,tools seo,0
f0f123eeeed09043c8a97bb4b6a54b55,tools analytics count,0
f0f123eeeed09043c8a97bb4b6a54b55,tools analytics,0
f0f123eeeed09043c8a97bb4b6a54b55,check external links,4
f0f123eeeed09043c8a97bb4b6a54b55,check internal links,247
f0f123eeeed09043c8a97bb4b6a54b55,check title,1
f0f123eeeed09043c8a97bb4b6a54b55,check description,1
f0f123eeeed09043c8a97bb4b6a54b55,check viewport,1
f0f123eeeed09043c8a97bb4b6a54b55,check title_h1_match,1
f0f123eeeed09043c8a97bb4b6a54b55,check title_h1_identical,0
f0f123eeeed09043c8a97bb4b6a54b55,check kw_density,5.263
f0f123eeeed09043c8a97bb4b6a54b55,check word_count,57
f0f123eeeed09043c8a97bb4b6a54b55,check kw_count,3
f0f123eeeed09043c8a97bb4b6a54b55,check kw_in_url,0
f0f123eeeed09043c8a97bb4b6a54b55,check kw_in_description-og-name,0
f0f123eeeed09043c8a97bb4b6a54b55,check kw_in_description-og-property,0
f0f123eeeed09043c8a97bb4b6a54b55,check kw_in_href,3
f0f123eeeed09043c8a97bb4b6a54b55,check kw_in_link-text,2
f0f123eeeed09043c8a97bb4b6a54b55,check kw_in_source,4
f0f123eeeed09043c8a97bb4b6a54b55,check kw_in_meta-og,0
f0f123eeeed09043c8a97bb4b6a54b55,check kw_in_meta-description,0
f0f123eeeed09043c8a97bb4b6a54b55,check kw_in_meta-properties,0
f0f123eeeed09043c8a97bb4b6a54b55,check kw_in_meta-content,0
f0f123eeeed09043c8a97bb4b6a54b55,check kw_in_title-meta,0
f0f123eeeed09043c8a97bb4b6a54b55,check kw_in_title-og,0
f0f123eeeed09043c8a97bb4b6a54b55,check kw_in_title,0
f0f123eeeed09043c8a97bb4b6a54b55,check canonical,1
f14d7a31cbfb47198b5e16e27a7a2d96,check title_h1_identical,0
f14d7a31cbfb47198b5e16e27a7a2d96,check url_length,15
f14d7a31cbfb47198b5e16e27a7a2d96,robots_txt,0
f14d7a31cbfb47198b5e16e27a7a2d96,source top,0
f14d7a31cbfb47198b5e16e27a7a2d96,source shop,0
f14d7a31cbfb47198b5e16e27a7a2d96,source search engine,0
f14d7a31cbfb47198b5e16e27a7a2d96,source not optimized,0
f14d7a31cbfb47198b5e16e27a7a2d96,source news,0
f14d7a31cbfb47198b5e16e27a7a2d96,source known,0
f14d7a31cbfb47198b5e16e27a7a2d96,source company,0
f14d7a31cbfb47198b5e16e27a7a2d96,source ads,0
f14d7a31cbfb47198b5e16e27a7a2d96,check h1,1
f14d7a31cbfb47198b5e16e27a7a2d96,check nofollow,0
f14d7a31cbfb47198b5e16e27a7a2d96,check wordpress,0
f14d7a31cbfb47198b5e16e27a7a2d96,check sitemap,0
f14d7a31cbfb47198b5e16e27a7a2d96,check og,0
f14d7a31cbfb47198b5e16e27a7a2d96,micros counter,0
f14d7a31cbfb47198b5e16e27a7a2d96,micros,0
f14d7a31cbfb47198b5e16e27a7a2d96,check https,1
f14d7a31cbfb47198b5e16e27a7a2d96,tools ads count,0
f14d7a31cbfb47198b5e16e27a7a2d96,tools ads,0
f14d7a31cbfb47198b5e16e27a7a2d96,tools social count,0
f14d7a31cbfb47198b5e16e27a7a2d96,tools social,0
f14d7a31cbfb47198b5e16e27a7a2d96,tools content count,0
f14d7a31cbfb47198b5e16e27a7a2d96,tools content,0
f14d7a31cbfb47198b5e16e27a7a2d96,tools caching count,0
f14d7a31cbfb47198b5e16e27a7a2d96,tools caching,0
f14d7a31cbfb47198b5e16e27a7a2d96,tools seo count,0
f14d7a31cbfb47198b5e16e27a7a2d96,tools seo,0
f14d7a31cbfb47198b5e16e27a7a2d96,tools analytics count,0
f14d7a31cbfb47198b5e16e27a7a2d96,tools analytics,0
f14d7a31cbfb47198b5e16e27a7a2d96,check external links,9
f14d7a31cbfb47198b5e16e27a7a2d96,check internal links,5
f14d7a31cbfb47198b5e16e27a7a2d96,check title,1
f14d7a31cbfb47198b5e16e27a7a2d96,check description,1
f14d7a31cbfb47198b5e16e27a7a2d96,check viewport,1
f14d7a31cbfb47198b5e16e27a7a2d96,check title_h1_match,2
f14d7a31cbfb47198b5e16e27a7a2d96,check kw_density,100.0
f14d7a31cbfb47198b5e16e27a7a2d96,check word_count,3
f14d7a31cbfb47198b5e16e27a7a2d96,check kw_count,3
f14d7a31cbfb47198b5e16e27a7a2d96,check kw_in_url,0
f14d7a31cbfb47198b5e16e27a7a2d96,check kw_in_description-og-name,0
f14d7a31cbfb47198b5e16e27a7a2d96,check kw_in_description-og-property,0
f14d7a31cbfb47198b5e16e27a7a2d96,check kw_in_href,3
f14d7a31cbfb47198b5e16e27a7a2d96,check kw_in_link-text,2
f14d7a31cbfb47198b5e16e27a7a2d96,check kw_in_source,5
f14d7a31cbfb47198b5e16e27a7a2d96,check kw_in_meta-og,0
f14d7a31cbfb47198b5e16e27a7a2d96,check kw_in_meta-description,1
f14d7a31cbfb47198b5e16e27a7a2d96,check kw_in_meta-properties,0
f14d7a31cbfb47198b5e16e27a7a2d96,check kw_in_meta-content,1
f14d7a31cbfb47198b5e16e27a7a2d96,check kw_in_title-meta,0
f14d7a31cbfb47198b5e16e27a7a2d96,check kw_in_title-og,0
f14d7a31cbfb47198b5e16e27a7a2d96,check kw_in_title,1
f14d7a31cbfb47198b5e16e27a7a2d96,check canonical,0
f2fc49b8b240e23071311a09c30007a3,check title_h1_identical,0
f2fc49b8b240e23071311a09c30007a3,check url_length,97
f2fc49b8b240e23071311a09c30007a3,robots_txt,0
f2fc49b8b240e23071311a09c30007a3,source top,0
f2fc49b8b240e23071311a09c30007a3,source shop,0
f2fc49b8b240e23071311a09c30007a3,source search engine,0
f2fc49b8b240e23071311a09c30007a3,source not optimized,0
f2fc49b8b240e23071311a09c30007a3,source news,0
f2fc49b8b240e23071311a09c30007a3,source known,0
f2fc49b8b240e23071311a09c30007a3,source company,0
f2fc49b8b240e23071311a09c30007a3,source ads,0
f2fc49b8b240e23071311a09c30007a3,check h1,1
f2fc49b8b240e23071311a09c30007a3,check nofollow,9
f2fc49b8b240e23071311a09c30007a3,check wordpress,0
f2fc49b8b240e23071311a09c30007a3,check sitemap,0
f2fc49b8b240e23071311a09c30007a3,check og,1
f2fc49b8b240e23071311a09c30007a3,micros counter,0
f2fc49b8b240e23071311a09c30007a3,micros,0
f2fc49b8b240e23071311a09c30007a3,check https,1
f2fc49b8b240e23071311a09c30007a3,tools ads count,0
f2fc49b8b240e23071311a09c30007a3,tools ads,0
f2fc49b8b240e23071311a09c30007a3,tools social count,0
f2fc49b8b240e23071311a09c30007a3,tools social,0
f2fc49b8b240e23071311a09c30007a3,tools content count,0
f2fc49b8b240e23071311a09c30007a3,tools content,0
f2fc49b8b240e23071311a09c30007a3,tools caching count,0
f2fc49b8b240e23071311a09c30007a3,tools caching,0
f2fc49b8b240e23071311a09c30007a3,tools seo count,0
f2fc49b8b240e23071311a09c30007a3,tools seo,0
f2fc49b8b240e23071311a09c30007a3,tools analytics count,0
f2fc49b8b240e23071311a09c30007a3,tools analytics,0
f2fc49b8b240e23071311a09c30007a3,check external links,12
f2fc49b8b240e23071311a09c30007a3,check internal links,89
f2fc49b8b240e23071311a09c30007a3,check title,1
f2fc49b8b240e23071311a09c30007a3,check description,1
f2fc49b8b240e23071311a09c30007a3,check viewport,1
f2fc49b8b240e23071311a09c30007a3,check title_h1_match,2
f2fc49b8b240e23071311a09c30007a3,check kw_density,1.935
f2fc49b8b240e23071311a09c30007a3,check word_count,155
f2fc49b8b240e23071311a09c30007a3,check kw_count,3
f2fc49b8b240e23071311a09c30007a3,check kw_in_url,0
f2fc49b8b240e23071311a09c30007a3,check kw_in_description-og-name,0
f2fc49b8b240e23071311a09c30007a3,check kw_in_description-og-property,0
f2fc49b8b240e23071311a09c30007a3,check kw_in_href,2
f2fc49b8b240e23071311a09c30007a3,check kw_in_link-text,1
f2fc49b8b240e23071311a09c30007a3,check kw_in_source,1
f2fc49b8b240e23071311a09c30007a3,check kw_in_meta-og,0
f2fc49b8b240e23071311a09c30007a3,check kw_in_meta-description,0
f2fc49b8b240e23071311a09c30007a3,check kw_in_meta-properties,0
f2fc49b8b240e23071311a09c30007a3,check kw_in_meta-content,0
f2fc49b8b240e23071311a09c30007a3,check kw_in_title-meta,0
f2fc49b8b240e23071311a09c30007a3,check kw_in_title-og,0
f2fc49b8b240e23071311a09c30007a3,check kw_in_title,0
f2fc49b8b240e23071311a09c30007a3,check canonical,0
f31351cac30adb60b8b2759489b51aac,check title_h1_identical,0
f31351cac30adb60b8b2759489b51aac,check url_length,109
f31351cac30adb60b8b2759489b51aac,robots_txt,1
f31351cac30adb60b8b2759489b51aac,source top,0
f31351cac30adb60b8b2759489b51aac,source shop,0
f31351cac30adb60b8b2759489b51aac,source search engine,0
f31351cac30adb60b8b2759489b51aac,source not optimized,0
f31351cac30adb60b8b2759489b51aac,source news,0
f31351cac30adb60b8b2759489b51aac,source known,0
f31351cac30adb60b8b2759489b51aac,source company,0
f31351cac30adb60b8b2759489b51aac,source ads,0
f31351cac30adb60b8b2759489b51aac,check h1,1
f31351cac30adb60b8b2759489b51aac,check nofollow,1
f31351cac30adb60b8b2759489b51aac,check wordpress,0
f31351cac30adb60b8b2759489b51aac,check sitemap,0
f31351cac30adb60b8b2759489b51aac,check og,1
f31351cac30adb60b8b2759489b51aac,micros counter,0
f31351cac30adb60b8b2759489b51aac,micros,0
f31351cac30adb60b8b2759489b51aac,check https,1
f31351cac30adb60b8b2759489b51aac,tools ads count,0
f31351cac30adb60b8b2759489b51aac,tools ads,0
f31351cac30adb60b8b2759489b51aac,tools social count,0
f31351cac30adb60b8b2759489b51aac,tools social,0
f31351cac30adb60b8b2759489b51aac,tools content count,0
f31351cac30adb60b8b2759489b51aac,tools content,0
f31351cac30adb60b8b2759489b51aac,tools caching count,0
f31351cac30adb60b8b2759489b51aac,tools caching,0
f31351cac30adb60b8b2759489b51aac,tools seo count,0
f31351cac30adb60b8b2759489b51aac,tools seo,0
f31351cac30adb60b8b2759489b51aac,tools analytics count,0
f31351cac30adb60b8b2759489b51aac,tools analytics,0
f31351cac30adb60b8b2759489b51aac,check external links,25
f31351cac30adb60b8b2759489b51aac,check internal links,999
f31351cac30adb60b8b2759489b51aac,check title,1
f31351cac30adb60b8b2759489b51aac,check description,1
f31351cac30adb60b8b2759489b51aac,check viewport,1
f31351cac30adb60b8b2759489b51aac,check title_h1_match,1
f31351cac30adb60b8b2759489b51aac,check kw_density,3.074
f31351cac30adb60b8b2759489b51aac,check word_count,2277
f31351cac30adb60b8b2759489b51aac,check kw_count,70
f31351cac30adb60b8b2759489b51aac,check kw_in_url,1
f31351cac30adb60b8b2759489b51aac,check kw_in_description-og-name,0
f31351cac30adb60b8b2759489b51aac,check kw_in_description-og-property,1
f31351cac30adb60b8b2759489b51aac,check kw_in_href,8
f31351cac30adb60b8b2759489b51aac,check kw_in_link-text,66
f31351cac30adb60b8b2759489b51aac,check kw_in_source,134
f31351cac30adb60b8b2759489b51aac,check kw_in_meta-og,1
f31351cac30adb60b8b2759489b51aac,check kw_in_meta-description,0
f31351cac30adb60b8b2759489b51aac,check kw_in_meta-properties,0
f31351cac30adb60b8b2759489b51aac,check kw_in_meta-content,4
f31351cac30adb60b8b2759489b51aac,check kw_in_title-meta,0
f31351cac30adb60b8b2759489b51aac,check kw_in_title-og,1
f31351cac30adb60b8b2759489b51aac,check kw_in_title,1
f31351cac30adb60b8b2759489b51aac,check canonical,0
f3818b6917367e148fa6aa3dd0355421,check title_h1_identical,0
f3818b6917367e148fa6aa3dd0355421,check url_length,26
f3818b6917367e148fa6aa3dd0355421,robots_txt,1
f3818b6917367e148fa6aa3dd0355421,source top,0
f3818b6917367e148fa6aa3dd0355421,source shop,0
f3818b6917367e148fa6aa3dd0355421,source search engine,0
f3818b6917367e148fa6aa3dd0355421,source not optimized,0
f3818b6917367e148fa6aa3dd0355421,source news,0
f3818b6917367e148fa6aa3dd0355421,source known,0
f3818b6917367e148fa6aa3dd0355421,source company,0
f3818b6917367e148fa6aa3dd0355421,source ads,0
f3818b6917367e148fa6aa3dd0355421,check h1,1
f3818b6917367e148fa6aa3dd0355421,check nofollow,0
f3818b6917367e148fa6aa3dd0355421,check wordpress,0
f3818b6917367e148fa6aa3dd0355421,check sitemap,1
f3818b6917367e148fa6aa3dd0355421,check og,1
f3818b6917367e148fa6aa3dd0355421,micros counter,0
f3818b6917367e148fa6aa3dd0355421,micros,0
f3818b6917367e148fa6aa3dd0355421,check https,1
f3818b6917367e148fa6aa3dd0355421,tools ads count,0
f3818b6917367e148fa6aa3dd0355421,tools ads,0
f3818b6917367e148fa6aa3dd0355421,tools social count,0
f3818b6917367e148fa6aa3dd0355421,tools social,0
f3818b6917367e148fa6aa3dd0355421,tools content count,0
f3818b6917367e148fa6aa3dd0355421,tools content,0
f3818b6917367e148fa6aa3dd0355421,tools caching count,0
f3818b6917367e148fa6aa3dd0355421,tools caching,0
f3818b6917367e148fa6aa3dd0355421,tools seo count,0
f3818b6917367e148fa6aa3dd0355421,tools seo,0
f3818b6917367e148fa6aa3dd0355421,tools analytics count,1
f3818b6917367e148fa6aa3dd0355421,tools analytics,Google Tag Manager
f3818b6917367e148fa6aa3dd0355421,check external links,13
f3818b6917367e148fa6aa3dd0355421,check internal links,366
f3818b6917367e148fa6aa3dd0355421,check title,1
f3818b6917367e148fa6aa3dd0355421,check description,1
f3818b6917367e148fa6aa3dd0355421,check viewport,1
f3818b6917367e148fa6aa3dd0355421,check title_h1_match,0
f3818b6917367e148fa6aa3dd0355421,check kw_density,0.0
f3818b6917367e148fa6aa3dd0355421,check word_count,255
f3818b6917367e148fa6aa3dd0355421,check kw_count,0
f3818b6917367e148fa6aa3dd0355421,check kw_in_url,0
f3818b6917367e148fa6aa3dd0355421,check kw_in_description-og-name,0
f3818b6917367e148fa6aa3dd0355421,check kw_in_description-og-property,0
f3818b6917367e148fa6aa3dd0355421,check kw_in_href,0
f3818b6917367e148fa6aa3dd0355421,check kw_in_link-text,0
f3818b6917367e148fa6aa3dd0355421,check kw_in_source,1
f3818b6917367e148fa6aa3dd0355421,check kw_in_meta-og,0
f3818b6917367e148fa6aa3dd0355421,check kw_in_meta-description,0
f3818b6917367e148fa6aa3dd0355421,check kw_in_meta-properties,0
f3818b6917367e148fa6aa3dd0355421,check kw_in_meta-content,0
f3818b6917367e148fa6aa3dd0355421,check kw_in_title-meta,0
f3818b6917367e148fa6aa3dd0355421,check kw_in_title-og,0
f3818b6917367e148fa6aa3dd0355421,check kw_in_title,0
f3818b6917367e148fa6aa3dd0355421,check canonical,1
f40702f65b7cd86fffc821cde38a7ccd,check url_length,65
f40702f65b7cd86fffc821cde38a7ccd,robots_txt,1
f40702f65b7cd86fffc821cde38a7ccd,check title_h1_identical,0
f40702f65b7cd86fffc821cde38a7ccd,source top,0
f40702f65b7cd86fffc821cde38a7ccd,source shop,0
f40702f65b7cd86fffc821cde38a7ccd,source search engine,0
f40702f65b7cd86fffc821cde38a7ccd,source not optimized,0
f40702f65b7cd86fffc821cde38a7ccd,source news,0
f40702f65b7cd86fffc821cde38a7ccd,source known,0
f40702f65b7cd86fffc821cde38a7ccd,source company,0
f40702f65b7cd86fffc821cde38a7ccd,source ads,0
f40702f65b7cd86fffc821cde38a7ccd,check h1,1
f40702f65b7cd86fffc821cde38a7ccd,check nofollow,0
f40702f65b7cd86fffc821cde38a7ccd,check wordpress,0
f40702f65b7cd86fffc821cde38a7ccd,check sitemap,0
f40702f65b7cd86fffc821cde38a7ccd,check og,1
f40702f65b7cd86fffc821cde38a7ccd,micros counter,0
f40702f65b7cd86fffc821cde38a7ccd,micros,0
f40702f65b7cd86fffc821cde38a7ccd,check https,1
f40702f65b7cd86fffc821cde38a7ccd,tools ads count,0
f40702f65b7cd86fffc821cde38a7ccd,tools ads,0
f40702f65b7cd86fffc821cde38a7ccd,tools social count,0
f40702f65b7cd86fffc821cde38a7ccd,tools social,0
f40702f65b7cd86fffc821cde38a7ccd,tools content count,0
f40702f65b7cd86fffc821cde38a7ccd,tools content,0
f40702f65b7cd86fffc821cde38a7ccd,tools caching count,0
f40702f65b7cd86fffc821cde38a7ccd,tools caching,0
f40702f65b7cd86fffc821cde38a7ccd,tools seo count,0
f40702f65b7cd86fffc821cde38a7ccd,tools seo,0
f40702f65b7cd86fffc821cde38a7ccd,tools analytics count,1
f40702f65b7cd86fffc821cde38a7ccd,tools analytics,Piwik
f40702f65b7cd86fffc821cde38a7ccd,check external links,44
f40702f65b7cd86fffc821cde38a7ccd,check internal links,178
f40702f65b7cd86fffc821cde38a7ccd,check title,1
f40702f65b7cd86fffc821cde38a7ccd,check description,1
