hash,module,result
07e719246154a3f49ee438d47eaca807,source ads,0
07e719246154a3f49ee438d47eaca807,check h1,1
07e719246154a3f49ee438d47eaca807,check nofollow,0
07e719246154a3f49ee438d47eaca807,check wordpress,0
07e719246154a3f49ee438d47eaca807,check sitemap,1
07e719246154a3f49ee438d47eaca807,check og,0
07e719246154a3f49ee438d47eaca807,micros counter,0
07e719246154a3f49ee438d47eaca807,micros,0
07e719246154a3f49ee438d47eaca807,check https,1
07e719246154a3f49ee438d47eaca807,tools ads count,0
07e719246154a3f49ee438d47eaca807,tools ads,0
07e719246154a3f49ee438d47eaca807,tools social count,0
07e719246154a3f49ee438d47eaca807,tools social,0
07e719246154a3f49ee438d47eaca807,tools content count,0
07e719246154a3f49ee438d47eaca807,tools content,0
07e719246154a3f49ee438d47eaca807,tools caching count,0
07e719246154a3f49ee438d47eaca807,tools caching,0
07e719246154a3f49ee438d47eaca807,tools seo count,0
07e719246154a3f49ee438d47eaca807,tools seo,0
07e719246154a3f49ee438d47eaca807,tools analytics count,0
07e719246154a3f49ee438d47eaca807,tools analytics,0
07e719246154a3f49ee438d47eaca807,check external links,4
07e719246154a3f49ee438d47eaca807,check internal links,40
07e719246154a3f49ee438d47eaca807,check title,1
07e719246154a3f49ee438d47eaca807,check description,0
07e719246154a3f49ee438d47eaca807,check viewport,1
07e719246154a3f49ee438d47eaca807,check title_h1_match,2
07e719246154a3f49ee438d47eaca807,check title_h1_identical,0
07e719246154a3f49ee438d47eaca807,check kw_density,0.0
07e719246154a3f49ee438d47eaca807,check word_count,7
07e719246154a3f49ee438d47eaca807,check kw_count,0
07e719246154a3f49ee438d47eaca807,check kw_in_url,1
07e719246154a3f49ee438d47eaca807,check kw_in_description-og-name,0
07e719246154a3f49ee438d47eaca807,check kw_in_description-og-property,0
07e719246154a3f49ee438d47eaca807,check kw_in_href,0
07e719246154a3f49ee438d47eaca807,check kw_in_link-text,0
07e719246154a3f49ee438d47eaca807,check kw_in_source,3
07e719246154a3f49ee438d47eaca807,check kw_in_meta-og,0
07e719246154a3f49ee438d47eaca807,check kw_in_meta-description,0
07e719246154a3f49ee438d47eaca807,check kw_in_meta-properties,0
07e719246154a3f49ee438d47eaca807,check kw_in_meta-content,0
07e719246154a3f49ee438d47eaca807,check kw_in_title-meta,0
07e719246154a3f49ee438d47eaca807,check kw_in_title-og,0
07e719246154a3f49ee438d47eaca807,check kw_in_title,1
07e719246154a3f49ee438d47eaca807,check canonical,0
0893377fc39280fc30deb5ad7e68ffa7,check title_h1_identical,0
0893377fc39280fc30deb5ad7e68ffa7,check url_length,47
0893377fc39280fc30deb5ad7e68ffa7,robots_txt,1
0893377fc39280fc30deb5ad7e68ffa7,source top,0
0893377fc39280fc30deb5ad7e68ffa7,source shop,0
0893377fc39280fc30deb5ad7e68ffa7,source search engine,0
0893377fc39280fc30deb5ad7e68ffa7,source not optimized,0
0893377fc39280fc30deb5ad7e68ffa7,source news,0
0893377fc39280fc30deb5ad7e68ffa7,source known,0
0893377fc39280fc30deb5ad7e68ffa7,source company,0
0893377fc39280fc30deb5ad7e68ffa7,source ads,0
0893377fc39280fc30deb5ad7e68ffa7,check h1,1
0893377fc39280fc30deb5ad7e68ffa7,check nofollow,1
0893377fc39280fc30deb5ad7e68ffa7,check wordpress,0
0893377fc39280fc30deb5ad7e68ffa7,check sitemap,0
0893377fc39280fc30deb5ad7e68ffa7,check og,1
0893377fc39280fc30deb5ad7e68ffa7,micros counter,0
0893377fc39280fc30deb5ad7e68ffa7,micros,0
0893377fc39280fc30deb5ad7e68ffa7,check https,1
0893377fc39280fc30deb5ad7e68ffa7,tools ads count,0
0893377fc39280fc30deb5ad7e68ffa7,tools ads,0
0893377fc39280fc30deb5ad7e68ffa7,tools social count,0
0893377fc39280fc30deb5ad7e68ffa7,tools social,0
0893377fc39280fc30deb5ad7e68ffa7,tools content count,0
0893377fc39280fc30deb5ad7e68ffa7,tools content,0
0893377fc39280fc30deb5ad7e68ffa7,tools caching count,0
0893377fc39280fc30deb5ad7e68ffa7,tools caching,0
0893377fc39280fc30deb5ad7e68ffa7,tools seo count,0
0893377fc39280fc30deb5ad7e68ffa7,tools seo,0
0893377fc39280fc30deb5ad7e68ffa7,tools analytics count,0
0893377fc39280fc30deb5ad7e68ffa7,tools analytics,0
0893377fc39280fc30deb5ad7e68ffa7,check external links,5
0893377fc39280fc30deb5ad7e68ffa7,check internal links,47
0893377fc39280fc30deb5ad7e68ffa7,check title,1
0893377fc39280fc30deb5ad7e68ffa7,check description,1
0893377fc39280fc30deb5ad7e68ffa7,check viewport,1
0893377fc39280fc30deb5ad7e68ffa7,check title_h1_match,1
0893377fc39280fc30deb5ad7e68ffa7,check kw_density,7.142
0893377fc39280fc30deb5ad7e68ffa7,check word_count,14
0893377fc39280fc30deb5ad7e68ffa7,check kw_count,1
0893377fc39280fc30deb5ad7e68ffa7,check kw_in_url,1
0893377fc39280fc30deb5ad7e68ffa7,check kw_in_description-og-name,0
0893377fc39280fc30deb5ad7e68ffa7,check kw_in_description-og-property,0
0893377fc39280fc30deb5ad7e68ffa7,check kw_in_href,3
0893377fc39280fc30deb5ad7e68ffa7,check kw_in_link-text,0
0893377fc39280fc30deb5ad7e68ffa7,check kw_in_source,3
0893377fc39280fc30deb5ad7e68ffa7,check kw_in_meta-og,0
0893377fc39280fc30deb5ad7e68ffa7,check kw_in_meta-description,0
0893377fc39280fc30deb5ad7e68ffa7,check kw_in_meta-properties,0
0893377fc39280fc30deb5ad7e68ffa7,check kw_in_meta-content,0
0893377fc39280fc30deb5ad7e68ffa7,check kw_in_title-meta,0
0893377fc39280fc30deb5ad7e68ffa7,check kw_in_title-og,0
0893377fc39280fc30deb5ad7e68ffa7,check kw_in_title,1
0893377fc39280fc30deb5ad7e68ffa7,check canonical,1
08da656dbfce5cb72e88d1e70675ef08,check url_length,21
08da656dbfce5cb72e88d1e70675ef08,robots_txt,1
08da656dbfce5cb72e88d1e70675ef08,source top,0
08da656dbfce5cb72e88d1e70675ef08,source shop,0
08da656dbfce5cb72e88d1e70675ef08,source search engine,0
08da656dbfce5cb72e88d1e70675ef08,source not optimized,0
08da656dbfce5cb72e88d1e70675ef08,source news,0
08da656dbfce5cb72e88d1e70675ef08,source known,0
08da656dbfce5cb72e88d1e70675ef08,source company,0
08da656dbfce5cb72e88d1e70675ef08,source ads,0
08da656dbfce5cb72e88d1e70675ef08,check h1,1
08da656dbfce5cb72e88d1e70675ef08,check nofollow,0
08da656dbfce5cb72e88d1e70675ef08,check wordpress,0
08da656dbfce5cb72e88d1e70675ef08,check sitemap,0
08da656dbfce5cb72e88d1e70675ef08,check og,1
08da656dbfce5cb72e88d1e70675ef08,micros counter,0
08da656dbfce5cb72e88d1e70675ef08,micros,0
08da656dbfce5cb72e88d1e70675ef08,check https,1
08da656dbfce5cb72e88d1e70675ef08,tools ads count,0
08da656dbfce5cb72e88d1e70675ef08,tools ads,0
08da656dbfce5cb72e88d1e70675ef08,tools social count,0
08da656dbfce5cb72e88d1e70675ef08,tools social,0
08da656dbfce5cb72e88d1e70675ef08,tools content count,0
08da656dbfce5cb72e88d1e70675ef08,tools content,0
08da656dbfce5cb72e88d1e70675ef08,tools caching count,0
08da656dbfce5cb72e88d1e70675ef08,tools caching,0
08da656dbfce5cb72e88d1e70675ef08,tools seo count,0
08da656dbfce5cb72e88d1e70675ef08,tools seo,0
08da656dbfce5cb72e88d1e70675ef08,tools analytics count,0
08da656dbfce5cb72e88d1e70675ef08,tools analytics,0
08da656dbfce5cb72e88d1e70675ef08,check external links,1
08da656dbfce5cb72e88d1e70675ef08,check internal links,21
08da656dbfce5cb72e88d1e70675ef08,check title,1
08da656dbfce5cb72e88d1e70675ef08,check description,0
08da656dbfce5cb72e88d1e70675ef08,check viewport,1
08da656dbfce5cb72e88d1e70675ef08,check title_h1_match,2
08da656dbfce5cb72e88d1e70675ef08,check title_h1_identical,0
08da656dbfce5cb72e88d1e70675ef08,check kw_density,0.0
08da656dbfce5cb72e88d1e70675ef08,check word_count,6
08da656dbfce5cb72e88d1e70675ef08,check kw_count,0
08da656dbfce5cb72e88d1e70675ef08,check kw_in_url,0
08da656dbfce5cb72e88d1e70675ef08,check kw_in_description-og-name,0
08da656dbfce5cb72e88d1e70675ef08,check kw_in_description-og-property,0
08da656dbfce5cb72e88d1e70675ef08,check kw_in_href,0
08da656dbfce5cb72e88d1e70675ef08,check kw_in_link-text,0
08da656dbfce5cb72e88d1e70675ef08,check kw_in_source,0
08da656dbfce5cb72e88d1e70675ef08,check kw_in_meta-og,0
08da656dbfce5cb72e88d1e70675ef08,check kw_in_meta-description,0
08da656dbfce5cb72e88d1e70675ef08,check kw_in_meta-properties,0
08da656dbfce5cb72e88d1e70675ef08,check kw_in_meta-content,0
08da656dbfce5cb72e88d1e70675ef08,check kw_in_title-meta,0
08da656dbfce5cb72e88d1e70675ef08,check kw_in_title-og,0
08da656dbfce5cb72e88d1e70675ef08,check kw_in_title,0
08da656dbfce5cb72e88d1e70675ef08,check canonical,0
096915931883cd9761de9fec1ae196ca,check url_length,73
096915931883cd9761de9fec1ae196ca,robots_txt,1
096915931883cd9761de9fec1ae196ca,source top,0
096915931883cd9761de9fec1ae196ca,source shop,0
096915931883cd9761de9fec1ae196ca,source search engine,0
096915931883cd9761de9fec1ae196ca,source not optimized,0
096915931883cd9761de9fec1ae196ca,source news,0
096915931883cd9761de9fec1ae196ca,source known,0
096915931883cd9761de9fec1ae196ca,source company,0
096915931883cd9761de9fec1ae196ca,source ads,0
096915931883cd9761de9fec1ae196ca,check h1,1
096915931883cd9761de9fec1ae196ca,check nofollow,0
096915931883cd9761de9fec1ae196ca,check wordpress,0
096915931883cd9761de9fec1ae196ca,check sitemap,1
096915931883cd9761de9fec1ae196ca,check og,1
096915931883cd9761de9fec1ae196ca,micros counter,0
096915931883cd9761de9fec1ae196ca,micros,0
096915931883cd9761de9fec1ae196ca,check https,1
096915931883cd9761de9fec1ae196ca,tools ads count,0
096915931883cd9761de9fec1ae196ca,tools ads,0
096915931883cd9761de9fec1ae196ca,tools social count,0
096915931883cd9761de9fec1ae196ca,tools social,0
096915931883cd9761de9fec1ae196ca,tools content count,0
096915931883cd9761de9fec1ae196ca,tools content,0
096915931883cd9761de9fec1ae196ca,tools caching count,0
096915931883cd9761de9fec1ae196ca,tools caching,0
096915931883cd9761de9fec1ae196ca,tools seo count,0
096915931883cd9761de9fec1ae196ca,tools seo,0
096915931883cd9761de9fec1ae196ca,tools analytics count,1
096915931883cd9761de9fec1ae196ca,tools analytics,Piwik
096915931883cd9761de9fec1ae196ca,check external links,17
096915931883cd9761de9fec1ae196ca,check internal links,237
096915931883cd9761de9fec1ae196ca,check title,1
096915931883cd9761de9fec1ae196ca,check description,1
096915931883cd9761de9fec1ae196ca,check viewport,1
096915931883cd9761de9fec1ae196ca,check title_h1_match,2
096915931883cd9761de9fec1ae196ca,check title_h1_identical,0
096915931883cd9761de9fec1ae196ca,check kw_density,7.5
096915931883cd9761de9fec1ae196ca,check word_count,360
096915931883cd9761de9fec1ae196ca,check kw_count,27
096915931883cd9761de9fec1ae196ca,check kw_in_url,1
096915931883cd9761de9fec1ae196ca,check kw_in_description-og-name,0
096915931883cd9761de9fec1ae196ca,check kw_in_description-og-property,1
096915931883cd9761de9fec1ae196ca,check kw_in_href,39
096915931883cd9761de9fec1ae196ca,check kw_in_link-text,13
096915931883cd9761de9fec1ae196ca,check kw_in_source,33
096915931883cd9761de9fec1ae196ca,check kw_in_meta-og,1
096915931883cd9761de9fec1ae196ca,check kw_in_meta-description,1
096915931883cd9761de9fec1ae196ca,check kw_in_meta-properties,0
096915931883cd9761de9fec1ae196ca,check kw_in_meta-content,5
096915931883cd9761de9fec1ae196ca,check kw_in_title-meta,0
096915931883cd9761de9fec1ae196ca,check kw_in_title-og,1
096915931883cd9761de9fec1ae196ca,check kw_in_title,1
096915931883cd9761de9fec1ae196ca,check canonical,1
0a18e63fce7f19472d2ac0e925717c04,check url_length,47
0a18e63fce7f19472d2ac0e925717c04,robots_txt,1
0a18e63fce7f19472d2ac0e925717c04,source top,0
0a18e63fce7f19472d2ac0e925717c04,source shop,0
0a18e63fce7f19472d2ac0e925717c04,source search engine,0
0a18e63fce7f19472d2ac0e925717c04,source not optimized,0
0a18e63fce7f19472d2ac0e925717c04,source news,0
0a18e63fce7f19472d2ac0e925717c04,source known,0
0a18e63fce7f19472d2ac0e925717c04,source company,0
0a18e63fce7f19472d2ac0e925717c04,source ads,0
0a18e63fce7f19472d2ac0e925717c04,check h1,0
0a18e63fce7f19472d2ac0e925717c04,check nofollow,0
0a18e63fce7f19472d2ac0e925717c04,check wordpress,0
0a18e63fce7f19472d2ac0e925717c04,check sitemap,0
0a18e63fce7f19472d2ac0e925717c04,check og,0
0a18e63fce7f19472d2ac0e925717c04,micros counter,0
0a18e63fce7f19472d2ac0e925717c04,micros,0
0a18e63fce7f19472d2ac0e925717c04,check https,0
0a18e63fce7f19472d2ac0e925717c04,tools ads count,0
0a18e63fce7f19472d2ac0e925717c04,tools ads,0
0a18e63fce7f19472d2ac0e925717c04,tools social count,0
0a18e63fce7f19472d2ac0e925717c04,tools social,0
0a18e63fce7f19472d2ac0e925717c04,tools content count,0
0a18e63fce7f19472d2ac0e925717c04,tools content,0
0a18e63fce7f19472d2ac0e925717c04,tools caching count,0
0a18e63fce7f19472d2ac0e925717c04,tools caching,0
0a18e63fce7f19472d2ac0e925717c04,tools seo count,0
0a18e63fce7f19472d2ac0e925717c04,tools seo,0
0a18e63fce7f19472d2ac0e925717c04,tools analytics count,0
0a18e63fce7f19472d2ac0e925717c04,tools analytics,0
0a18e63fce7f19472d2ac0e925717c04,check external links,14
0a18e63fce7f19472d2ac0e925717c04,check internal links,64
0a18e63fce7f19472d2ac0e925717c04,check title,1
0a18e63fce7f19472d2ac0e925717c04,check description,0
0a18e63fce7f19472d2ac0e925717c04,check viewport,1
0a18e63fce7f19472d2ac0e925717c04,check title_h1_match,0
0a18e63fce7f19472d2ac0e925717c04,check title_h1_identical,0
0a18e63fce7f19472d2ac0e925717c04,check kw_density,0.0
0a18e63fce7f19472d2ac0e925717c04,check word_count,46
0a18e63fce7f19472d2ac0e925717c04,check kw_count,0
0a18e63fce7f19472d2ac0e925717c04,check kw_in_url,0
0a18e63fce7f19472d2ac0e925717c04,check kw_in_description-og-name,0
0a18e63fce7f19472d2ac0e925717c04,check kw_in_description-og-property,0
0a18e63fce7f19472d2ac0e925717c04,check kw_in_href,0
0a18e63fce7f19472d2ac0e925717c04,check kw_in_link-text,0
0a18e63fce7f19472d2ac0e925717c04,check kw_in_source,5
0a18e63fce7f19472d2ac0e925717c04,check kw_in_meta-og,0
0a18e63fce7f19472d2ac0e925717c04,check kw_in_meta-description,0
0a18e63fce7f19472d2ac0e925717c04,check kw_in_meta-properties,0
0a18e63fce7f19472d2ac0e925717c04,check kw_in_meta-content,0
0a18e63fce7f19472d2ac0e925717c04,check kw_in_title-meta,0
0a18e63fce7f19472d2ac0e925717c04,check kw_in_title-og,0
0a18e63fce7f19472d2ac0e925717c04,check kw_in_title,0
0a18e63fce7f19472d2ac0e925717c04,check canonical,0
0a4bbc5869aff3b7d619920c2c50cf25,check title_h1_identical,0
0a4bbc5869aff3b7d619920c2c50cf25,check url_length,126
0a4bbc5869aff3b7d619920c2c50cf25,robots_txt,1
0a4bbc5869aff3b7d619920c2c50cf25,source top,1
0a4bbc5869aff3b7d619920c2c50cf25,source shop,0
0a4bbc5869aff3b7d619920c2c50cf25,source search engine,0
0a4bbc5869aff3b7d619920c2c50cf25,source not optimized,0
0a4bbc5869aff3b7d619920c2c50cf25,source news,1
0a4bbc5869aff3b7d619920c2c50cf25,source known,0
0a4bbc5869aff3b7d619920c2c50cf25,source company,0
0a4bbc5869aff3b7d619920c2c50cf25,source ads,0
0a4bbc5869aff3b7d619920c2c50cf25,check h1,1
0a4bbc5869aff3b7d619920c2c50cf25,check nofollow,0
0a4bbc5869aff3b7d619920c2c50cf25,check wordpress,0
0a4bbc5869aff3b7d619920c2c50cf25,check sitemap,0
0a4bbc5869aff3b7d619920c2c50cf25,check og,1
0a4bbc5869aff3b7d619920c2c50cf25,micros counter,0
0a4bbc5869aff3b7d619920c2c50cf25,micros,0
0a4bbc5869aff3b7d619920c2c50cf25,check https,1
0a4bbc5869aff3b7d619920c2c50cf25,tools ads count,1
0a4bbc5869aff3b7d619920c2c50cf25,tools ads,plista
0a4bbc5869aff3b7d619920c2c50cf25,tools social count,0
0a4bbc5869aff3b7d619920c2c50cf25,tools social,0
0a4bbc5869aff3b7d619920c2c50cf25,tools content count,0
0a4bbc5869aff3b7d619920c2c50cf25,tools content,0
0a4bbc5869aff3b7d619920c2c50cf25,tools caching count,0
0a4bbc5869aff3b7d619920c2c50cf25,tools caching,0
0a4bbc5869aff3b7d619920c2c50cf25,tools seo count,0
0a4bbc5869aff3b7d619920c2c50cf25,tools seo,0
0a4bbc5869aff3b7d619920c2c50cf25,tools analytics count,0
0a4bbc5869aff3b7d619920c2c50cf25,tools analytics,0
0a4bbc5869aff3b7d619920c2c50cf25,check external links,60
0a4bbc5869aff3b7d619920c2c50cf25,check internal links,300
0a4bbc5869aff3b7d619920c2c50cf25,check title,1
0a4bbc5869aff3b7d619920c2c50cf25,check description,1
0a4bbc5869aff3b7d619920c2c50cf25,check viewport,1
0a4bbc5869aff3b7d619920c2c50cf25,check title_h1_match,1
0a4bbc5869aff3b7d619920c2c50cf25,check kw_density,3.783
0a4bbc5869aff3b7d619920c2c50cf25,check word_count,185
0a4bbc5869aff3b7d619920c2c50cf25,check kw_count,7
0a4bbc5869aff3b7d619920c2c50cf25,check kw_in_url,0
0a4bbc5869aff3b7d619920c2c50cf25,check kw_in_description-og-name,0
0a4bbc5869aff3b7d619920c2c50cf25,check kw_in_description-og-property,0
0a4bbc5869aff3b7d619920c2c50cf25,check kw_in_href,8
0a4bbc5869aff3b7d619920c2c50cf25,check kw_in_link-text,1
0a4bbc5869aff3b7d619920c2c50cf25,check kw_in_source,43
0a4bbc5869aff3b7d619920c2c50cf25,check kw_in_meta-og,0
0a4bbc5869aff3b7d619920c2c50cf25,check kw_in_meta-description,0
0a4bbc5869aff3b7d619920c2c50cf25,check kw_in_meta-properties,0
0a4bbc5869aff3b7d619920c2c50cf25,check kw_in_meta-content,0
0a4bbc5869aff3b7d619920c2c50cf25,check kw_in_title-meta,0
0a4bbc5869aff3b7d619920c2c50cf25,check kw_in_title-og,0
0a4bbc5869aff3b7d619920c2c50cf25,check kw_in_title,1
0a4bbc5869aff3b7d619920c2c50cf25,check canonical,1
0b78ba3a316a2c65bbebb90f89b22b5c,check url_length,100
0b78ba3a316a2c65bbebb90f89b22b5c,robots_txt,1
0b78ba3a316a2c65bbebb90f89b22b5c,source top,0
0b78ba3a316a2c65bbebb90f89b22b5c,source shop,0
0b78ba3a316a2c65bbebb90f89b22b5c,source search engine,0
0b78ba3a316a2c65bbebb90f89b22b5c,source not optimized,0
0b78ba3a316a2c65bbebb90f89b22b5c,source news,1
0b78ba3a316a2c65bbebb90f89b22b5c,source known,0
0b78ba3a316a2c65bbebb90f89b22b5c,source company,0
0b78ba3a316a2c65bbebb90f89b22b5c,source ads,0
0b78ba3a316a2c65bbebb90f89b22b5c,check h1,1
0b78ba3a316a2c65bbebb90f89b22b5c,check nofollow,0
0b78ba3a316a2c65bbebb90f89b22b5c,check wordpress,0
0b78ba3a316a2c65bbebb90f89b22b5c,check sitemap,1
0b78ba3a316a2c65bbebb90f89b22b5c,check og,1
0b78ba3a316a2c65bbebb90f89b22b5c,micros counter,0
0b78ba3a316a2c65bbebb90f89b22b5c,micros,0
0b78ba3a316a2c65bbebb90f89b22b5c,check https,1
0b78ba3a316a2c65bbebb90f89b22b5c,tools ads count,0
0b78ba3a316a2c65bbebb90f89b22b5c,tools ads,0
0b78ba3a316a2c65bbebb90f89b22b5c,tools social count,0
0b78ba3a316a2c65bbebb90f89b22b5c,tools social,0
0b78ba3a316a2c65bbebb90f89b22b5c,tools content count,0
0b78ba3a316a2c65bbebb90f89b22b5c,tools content,0
0b78ba3a316a2c65bbebb90f89b22b5c,tools caching count,0
0b78ba3a316a2c65bbebb90f89b22b5c,tools caching,0
0b78ba3a316a2c65bbebb90f89b22b5c,tools seo count,0
0b78ba3a316a2c65bbebb90f89b22b5c,tools seo,0
0b78ba3a316a2c65bbebb90f89b22b5c,tools analytics count,0
0b78ba3a316a2c65bbebb90f89b22b5c,tools analytics,0
0b78ba3a316a2c65bbebb90f89b22b5c,check external links,9
0b78ba3a316a2c65bbebb90f89b22b5c,check internal links,136
0b78ba3a316a2c65bbebb90f89b22b5c,check title,1
0b78ba3a316a2c65bbebb90f89b22b5c,check description,1
0b78ba3a316a2c65bbebb90f89b22b5c,check viewport,1
0b78ba3a316a2c65bbebb90f89b22b5c,check title_h1_match,1
0b78ba3a316a2c65bbebb90f89b22b5c,check title_h1_identical,0
0b78ba3a316a2c65bbebb90f89b22b5c,check kw_density,6.976
0b78ba3a316a2c65bbebb90f89b22b5c,check word_count,86
0b78ba3a316a2c65bbebb90f89b22b5c,check kw_count,6
0b78ba3a316a2c65bbebb90f89b22b5c,check kw_in_url,1
0b78ba3a316a2c65bbebb90f89b22b5c,check kw_in_description-og-name,0
0b78ba3a316a2c65bbebb90f89b22b5c,check kw_in_description-og-property,1
0b78ba3a316a2c65bbebb90f89b22b5c,check kw_in_href,10
0b78ba3a316a2c65bbebb90f89b22b5c,check kw_in_link-text,1
0b78ba3a316a2c65bbebb90f89b22b5c,check kw_in_source,9
0b78ba3a316a2c65bbebb90f89b22b5c,check kw_in_meta-og,1
0b78ba3a316a2c65bbebb90f89b22b5c,check kw_in_meta-description,1
0b78ba3a316a2c65bbebb90f89b22b5c,check kw_in_meta-properties,0
0b78ba3a316a2c65bbebb90f89b22b5c,check kw_in_meta-content,6
0b78ba3a316a2c65bbebb90f89b22b5c,check kw_in_title-meta,0
0b78ba3a316a2c65bbebb90f89b22b5c,check kw_in_title-og,1
0b78ba3a316a2c65bbebb90f89b22b5c,check kw_in_title,1
0b78ba3a316a2c65bbebb90f89b22b5c,check canonical,1
0bb5c04e28b54c7c1bbd767574711d4e,check url_length,71
0bb5c04e28b54c7c1bbd767574711d4e,robots_txt,1
0bb5c04e28b54c7c1bbd767574711d4e,source top,0
0bb5c04e28b54c7c1bbd767574711d4e,source shop,0
0bb5c04e28b54c7c1bbd767574711d4e,source search engine,0
0bb5c04e28b54c7c1bbd767574711d4e,source not optimized,0
0bb5c04e28b54c7c1bbd767574711d4e,source news,0
0bb5c04e28b54c7c1bbd767574711d4e,source known,0
0bb5c04e28b54c7c1bbd767574711d4e,source company,0
0bb5c04e28b54c7c1bbd767574711d4e,source ads,0
0bb5c04e28b54c7c1bbd767574711d4e,check h1,0
0bb5c04e28b54c7c1bbd767574711d4e,check nofollow,0
0bb5c04e28b54c7c1bbd767574711d4e,check wordpress,0
0bb5c04e28b54c7c1bbd767574711d4e,check sitemap,1
0bb5c04e28b54c7c1bbd767574711d4e,check og,1
0bb5c04e28b54c7c1bbd767574711d4e,micros counter,0
0bb5c04e28b54c7c1bbd767574711d4e,micros,0
0bb5c04e28b54c7c1bbd767574711d4e,check https,1
0bb5c04e28b54c7c1bbd767574711d4e,tools ads count,0
0bb5c04e28b54c7c1bbd767574711d4e,tools ads,0
0bb5c04e28b54c7c1bbd767574711d4e,tools social count,0
0bb5c04e28b54c7c1bbd767574711d4e,tools social,0
0bb5c04e28b54c7c1bbd767574711d4e,tools content count,0
0bb5c04e28b54c7c1bbd767574711d4e,tools content,0
0bb5c04e28b54c7c1bbd767574711d4e,tools caching count,0
0bb5c04e28b54c7c1bbd767574711d4e,tools caching,0
0bb5c04e28b54c7c1bbd767574711d4e,tools seo count,0
0bb5c04e28b54c7c1bbd767574711d4e,tools seo,0
0bb5c04e28b54c7c1bbd767574711d4e,tools analytics count,0
0bb5c04e28b54c7c1bbd767574711d4e,tools analytics,0
0bb5c04e28b54c7c1bbd767574711d4e,check external links,35
0bb5c04e28b54c7c1bbd767574711d4e,check internal links,172
0bb5c04e28b54c7c1bbd767574711d4e,check title,1
0bb5c04e28b54c7c1bbd767574711d4e,check description,0
0bb5c04e28b54c7c1bbd767574711d4e,check viewport,1
0bb5c04e28b54c7c1bbd767574711d4e,check title_h1_match,0
0bb5c04e28b54c7c1bbd767574711d4e,check title_h1_identical,0
0bb5c04e28b54c7c1bbd767574711d4e,check kw_density,1.282
0bb5c04e28b54c7c1bbd767574711d4e,check word_count,312
0bb5c04e28b54c7c1bbd767574711d4e,check kw_count,4
0bb5c04e28b54c7c1bbd767574711d4e,check kw_in_url,1
0bb5c04e28b54c7c1bbd767574711d4e,check kw_in_description-og-name,0
0bb5c04e28b54c7c1bbd767574711d4e,check kw_in_description-og-property,0
0bb5c04e28b54c7c1bbd767574711d4e,check kw_in_href,4
0bb5c04e28b54c7c1bbd767574711d4e,check kw_in_link-text,4
0bb5c04e28b54c7c1bbd767574711d4e,check kw_in_source,10
0bb5c04e28b54c7c1bbd767574711d4e,check kw_in_meta-og,0
0bb5c04e28b54c7c1bbd767574711d4e,check kw_in_meta-description,0
0bb5c04e28b54c7c1bbd767574711d4e,check kw_in_meta-properties,0
0bb5c04e28b54c7c1bbd767574711d4e,check kw_in_meta-content,1
0bb5c04e28b54c7c1bbd767574711d4e,check kw_in_title-meta,0
0bb5c04e28b54c7c1bbd767574711d4e,check kw_in_title-og,1
0bb5c04e28b54c7c1bbd767574711d4e,check kw_in_title,1
0bb5c04e28b54c7c1bbd767574711d4e,check canonical,1
0bc8eb8ba3440a2afdb6efe17cc6b089,check url_length,116
0bc8eb8ba3440a2afdb6efe17cc6b089,robots_txt,1
0bc8eb8ba3440a2afdb6efe17cc6b089,source top,1
0bc8eb8ba3440a2afdb6efe17cc6b089,source shop,0
0bc8eb8ba3440a2afdb6efe17cc6b089,source search engine,0
0bc8eb8ba3440a2afdb6efe17cc6b089,source not optimized,0
0bc8eb8ba3440a2afdb6efe17cc6b089,source news,1
0bc8eb8ba3440a2afdb6efe17cc6b089,source known,0
0bc8eb8ba3440a2afdb6efe17cc6b089,source company,0
0bc8eb8ba3440a2afdb6efe17cc6b089,source ads,0
0bc8eb8ba3440a2afdb6efe17cc6b089,check h1,1
0bc8eb8ba3440a2afdb6efe17cc6b089,check nofollow,0
0bc8eb8ba3440a2afdb6efe17cc6b089,check wordpress,0
0bc8eb8ba3440a2afdb6efe17cc6b089,check sitemap,0
0bc8eb8ba3440a2afdb6efe17cc6b089,check og,1
0bc8eb8ba3440a2afdb6efe17cc6b089,micros counter,0
0bc8eb8ba3440a2afdb6efe17cc6b089,micros,0
0bc8eb8ba3440a2afdb6efe17cc6b089,check https,1
0bc8eb8ba3440a2afdb6efe17cc6b089,tools ads count,0
0bc8eb8ba3440a2afdb6efe17cc6b089,tools ads,0
0bc8eb8ba3440a2afdb6efe17cc6b089,tools social count,0
0bc8eb8ba3440a2afdb6efe17cc6b089,tools social,0
0bc8eb8ba3440a2afdb6efe17cc6b089,tools content count,0
0bc8eb8ba3440a2afdb6efe17cc6b089,tools content,0
0bc8eb8ba3440a2afdb6efe17cc6b089,tools caching count,0
0bc8eb8ba3440a2afdb6efe17cc6b089,tools caching,0
0bc8eb8ba3440a2afdb6efe17cc6b089,tools seo count,0
0bc8eb8ba3440a2afdb6efe17cc6b089,tools seo,0
0bc8eb8ba3440a2afdb6efe17cc6b089,tools analytics count,0
0bc8eb8ba3440a2afdb6efe17cc6b089,tools analytics,0
0bc8eb8ba3440a2afdb6efe17cc6b089,check external links,54
0bc8eb8ba3440a2afdb6efe17cc6b089,check internal links,193
